"country","Date","flu_cases","dengue_cases","life_expectancy"
Australia,"2013-04-28","305",,
Mexico,"2010-08-15","767","0.25",
United States,"2007-02-11","2970",,
Brazil,"2013-02-24","139","0.323",
Mexico,"2011-12-04","1184","0.067",
Poland,"2004-10-03","28",,
South Africa,"2009-05-17","3473",,
Romania,"2003-03-30","753",,
Peru,"2012-03-25","127",,
Spain,"2014-10-26","20",,
Russia,"2012-03-18","551",,
Chile,"2009-03-08","2",,
Mexico,"2007-01-28","2538","0.057",
Romania,"2007-06-03","580",,
Australia,"2011-11-13","220",,
Brazil,"2009-11-08","154","0.118",
New Zealand,"2010-04-25","19",,
Bolivia,"2006-03-26","431","0.029",
Norway,"2005-11-06","61",,
Hungary,"2014-11-16","61",,
Sweden,"2009-04-12","2",,
Brazil,"2013-06-30","205","0.078",
France,"2011-11-06","25",,
Spain,"2007-06-24","12",,
Romania,"2009-10-18","808",,
Argentina,"2009-08-23","166","0.212",
Bulgaria,"2003-06-08",NA,,
France,"2008-11-30","70",,
Mexico,"2008-03-02","1524","0.065",
Austria,"2003-04-13",NA,,
Bulgaria,"2009-12-13","807",,
Bulgaria,"2015-04-12","543",,
Netherlands,"2013-02-24","107",,
Spain,"2005-08-28","18",,
Bulgaria,"2003-08-17",NA,,
Norway,"2012-12-02","103",,
Germany,"2012-06-10","377",,
New Zealand,"2003-03-23",NA,,
South Africa,"2008-02-24","2203",,
South Africa,"2013-10-13","2529",,
Switzerland,"2006-01-29","39",,
Bolivia,"2009-02-08","204","1",
Hungary,"2010-11-21","55",,
Chile,"2008-01-20","2",,
Austria,"2005-08-14","518",,
Japan,"2009-12-13","466",,
Japan,"2015-04-12","73",,
Norway,"2007-12-30","43",,
Argentina,"2003-11-30","123","0.027",
Peru,"2007-03-11","199",,
Japan,"2003-06-08",NA,,
Chile,"2004-05-02","10",,
Netherlands,"2004-04-11","14",,
Japan,"2003-08-17",NA,,
Austria,"2012-12-09","970",,
Peru,"2014-04-06","142",,
Argentina,"2011-11-20","77","0.043",
Mexico,"2013-07-07","837","0.219",
Argentina,"2008-11-16","133","0.031",
Switzerland,"2011-10-23","21",,
Norway,"2004-04-04",NA,,
Netherlands,"2015-05-03","22",,
Russia,"2014-04-13","637",,
Sweden,"2011-04-17","2",,
New Zealand,"2010-12-12","11",,
Peru,"2014-01-05","105",,
Chile,"2006-10-08","4",,
Russia,"2005-06-26","155",,
Norway,"2012-01-08","117",,
Ukraine,"2010-04-11","256",,
Peru,"2009-08-09","205",,
Romania,"2011-06-26","503",,
Bulgaria,"2003-02-23",NA,,
Brazil,"2004-04-11","243","0.054",
Sweden,"2015-01-04","6",,
United States,"2006-09-10","965",,
Belgium,"2004-09-19","54",,
Switzerland,"2010-04-11","9",,
Norway,"2009-05-10","45",,
Sweden,"2006-12-03","2",,
Paraguay,"2005-01-16",NA,,
Bolivia,"2013-10-06","183","0.008",
Uruguay,"2011-01-02","62",,
Ukraine,"2011-10-23","480",,
Hungary,"2003-04-27",NA,,
Paraguay,"2012-08-26","226",,
Belgium,"2008-01-13","177",,
Hungary,"2011-09-04","27",,
Germany,"2005-02-13","2469",,
Peru,"2008-08-03","222",,
Romania,"2003-09-28","539",,
Australia,"2011-09-25","296",,
Mexico,"2007-03-25","1485","0.079",
France,"2006-04-09","22",,
Canada,"2011-02-13","2307",,
Germany,"2006-04-23","604",,
Bolivia,"2014-06-22","215","0.008",
Austria,"2013-02-17","2408",,
Paraguay,"2009-07-05","825",,
Bolivia,"2014-03-02","154","0.042",
Mexico,"2011-11-27","1115","0.075",
Norway,"2014-08-10","25",,
Brazil,"2015-05-03","263","0.7",
Uruguay,"2014-08-03","146",,
South Africa,"2005-11-20",NA,,
Japan,"2004-07-11","2",,
Netherlands,"2003-03-09",NA,,
Sweden,"2010-02-21","2",,
Romania,"2007-12-02","759",,
Australia,"2008-12-07","144",,
Switzerland,"2008-08-24","10",,
Paraguay,"2003-04-20",NA,,
South Africa,"2008-06-22","3691",,
Ukraine,"2004-02-01",NA,,
Paraguay,"2003-11-16",NA,,
Belgium,"2009-03-29","54",,
Germany,"2014-12-28","1161",,
Peru,"2012-09-23","141",,
Switzerland,"2015-05-24","32",,
United States,"2004-11-28","1800",,
Argentina,"2014-10-05","127","0.031",
Japan,"2005-03-20","413",,
Canada,"2005-12-25","2697",,
Hungary,"2011-10-30","43",,
Sweden,"2012-09-16","3",,
Austria,"2005-10-02","821",,
Peru,"2014-01-12","92",,
Bolivia,"2008-06-15","375","0.037",
Norway,"2009-09-27","77",,
Spain,"2008-09-07","8",,
Japan,"2010-12-26","133",,
United States,"2013-12-01","2043",,
Chile,"2011-06-05","10",,
Russia,"2015-03-15","840",,
South Africa,"2014-02-09","2416",,
Bolivia,"2013-12-15","109","0.003",
Hungary,"2007-05-13","43",,
Peru,"2010-09-26","182",,
Belgium,"2007-12-16","98",,
Canada,"2010-08-01","468",,
Peru,"2013-05-19","140",,
Mexico,"2003-05-11",NA,"0.06",
Norway,"2010-05-30","32",,
Poland,"2010-11-28","29",,
Austria,"2014-08-31","659",,
Bolivia,"2008-02-10","207","0.027",
Hungary,"2013-05-26","34",,
South Africa,"2004-02-22",NA,,
Brazil,"2003-03-09","223","0.28",
Germany,"2009-01-11","1856",,
United States,"2005-04-24","1017",,
Germany,"2011-12-11","933",,
Mexico,"2011-07-10","600","0.098",
Spain,"2012-10-28","25",,
Peru,"2010-03-21","160",,
Hungary,"2010-09-19","71",,
Belgium,"2013-07-14","10",,
Uruguay,"2011-09-18","105",,
Switzerland,"2004-02-01","53",,
United States,"2013-12-22","4625",,
France,"2003-06-29",NA,,
Ukraine,"2015-05-24","246",,
Romania,"2004-08-15","592",,
Mexico,"2015-03-29","1373","0.119",
Hungary,"2005-05-29","35",,
Sweden,"2011-01-30","10",,
Sweden,"2008-05-25","1",,
Spain,"2014-09-21","10",,
France,"2010-01-17","51",,
Bulgaria,"2010-02-14","567",,
Romania,"2003-09-07","491",,
Romania,"2003-02-16","736",,
Australia,"2012-08-05","1383",,
Hungary,"2014-11-30","66",,
France,"2013-03-03","193",,
Ukraine,"2008-08-24","234",,
United States,"2006-07-02","735",,
Poland,"2010-08-15","7",,
Spain,"2005-10-30","29",,
Ukraine,"2010-01-24","398",,
Argentina,"2004-04-18","134","0.036",
Netherlands,"2013-10-13","31",,
Australia,"2012-08-12","1389",,
Netherlands,"2008-02-24","69",,
Poland,"2011-12-04","29",,
Mexico,"2004-10-03","906","0.115",
Peru,"2003-10-12","472",,
Australia,"2003-06-22",NA,,
Brazil,"2006-09-03","271","0.026",
New Zealand,"2012-09-16","65",,
South Africa,"2013-02-24","1913",,
Hungary,"2011-08-07","20",,
Switzerland,"2014-08-24","41",,
Brazil,"2009-05-17","275","0.23",
Mexico,"2008-07-20","688","0.132",
Argentina,"2012-09-09","175","0.039",
Peru,"2013-07-21","146",,
Russia,"2007-08-26","143",,
Uruguay,"2006-01-08","95",,
Australia,"2003-03-02",NA,,
Hungary,"2006-11-26","65",,
Chile,"2015-06-21","17",,
Romania,"2011-03-27","790",,
Japan,"2004-10-10","4",,
Argentina,"2014-07-13","245","0.024",
Spain,"2015-03-22","46",,
Uruguay,"2010-09-12","157",,
Brazil,"2003-08-31","247","0.011",
Canada,"2008-09-14","1205",,
Paraguay,"2010-10-24","208",,
Bulgaria,"2012-04-15","244",,
Norway,"2010-06-20","24",,
New Zealand,"2010-02-21","12",,
Russia,"2005-03-27","333",,
Germany,"2005-12-11","1249",,
Mexico,"2011-02-27","1435","0.067",
Mexico,"2013-04-14","992","0.088",
Austria,"2010-08-22","489",,
Belgium,"2005-01-23","191",,
Belgium,"2009-12-20","67",,
Netherlands,"2006-09-03","21",,
New Zealand,"2011-01-30","9",,
New Zealand,"2008-05-25","29",,
Romania,"2012-11-04","659",,
Spain,"2005-10-09","41",,
United States,"2012-02-19","2710",,
Netherlands,"2009-05-17","18",,
Germany,"2010-10-10","927",,
Belgium,"2006-09-17","41",,
Poland,"2008-03-02","128",,
Chile,"2006-02-12","2",,
Romania,"2010-07-11","445",,
Brazil,"2008-02-24","221","0.233",
Bulgaria,"2005-02-20","1268",,
Uruguay,"2011-12-25","53",,
Bulgaria,"2009-10-25","1494",,
Canada,"2004-11-07","2245",,
Brazil,"2013-10-13","151","0.051",
Austria,"2006-07-09","454",,
Spain,"2005-11-13","33",,
Bulgaria,"2003-01-05",NA,,
Paraguay,"2010-11-14","203",,
Netherlands,"2003-08-31",NA,,
Ukraine,"2014-08-24","290",,
Russia,"2012-11-18","669",,
Canada,"2005-07-31","705",,
Bolivia,"2014-09-07","223","0.009",
South Africa,"2009-11-08","2134",,
Canada,"2005-09-25","1642",,
Switzerland,"2010-01-24","33",,
Romania,"2004-11-14","824",,
Austria,"2007-03-04","1207",,
Peru,"2010-04-04","162",,
United States,"2006-06-11","775",,
Belgium,"2003-12-28","159",,
Japan,"2012-12-23","340",,
Bulgaria,"2014-06-15","211",,
South Africa,"2013-06-30","3470",,
Poland,"2007-01-28","67",,
Germany,"2006-12-17","1036",,
Poland,"2007-12-23","47",,
New Zealand,"2011-04-17","19",,
Sweden,"2010-12-12","4",,
Canada,"2005-12-04","2256",,
Uruguay,"2009-02-08","64",,
Russia,"2009-11-01","1380",,
Bulgaria,"2006-01-15","1360",,
Germany,"2005-06-12","486",,
Argentina,"2008-02-03","89","0.017",
France,"2008-12-28","598",,
Russia,"2014-03-16","767",,
United States,"2013-10-27","1460",,
Paraguay,"2005-04-03",NA,,
Switzerland,"2003-02-02",NA,,
Argentina,"2006-06-18","223","0.022",
Switzerland,"2007-06-17","10",,
United States,"2005-08-21","787",,
Switzerland,"2013-11-24","52",,
Canada,"2008-08-17","565",,
Uruguay,"2006-03-26","90",,
Netherlands,"2015-03-01","72",,
Chile,"2011-05-22","8",,
Norway,"2008-08-31","27",,
Netherlands,"2004-01-04","58",,
South Africa,"2010-12-19","1855",,
Chile,"2004-01-18","1",,
Paraguay,"2014-12-07","202",,
Argentina,"2009-06-07","308","0.357",
Argentina,"2004-06-20","273","0.027",
Ukraine,"2003-07-20",NA,,
Paraguay,"2003-05-04",NA,,
Japan,"2015-05-10","24",,
Paraguay,"2006-12-31","192",,
Belgium,"2005-07-10","21",,
Poland,"2014-03-23","52",,
Mexico,"2006-08-20","731","0.106",
Romania,"2010-08-29","559",,
Australia,"2011-08-14","332",,
Belgium,"2003-05-18",NA,,
Peru,"2011-03-13","124",,
South Africa,"2009-06-14","3929",,
Argentina,"2008-01-06","93","0.012",
Austria,"2006-02-05","854",,
Switzerland,"2003-07-20",NA,,
Poland,"2008-03-09","99",,
United States,"2007-04-15","1243",,
Japan,"2008-06-01","4",,
Bolivia,"2007-09-02","384","0.012",
Spain,"2013-08-11","12",,
Japan,"2007-10-28","22",,
New Zealand,"2006-12-03","9",,
France,"2014-04-27","10",,
Peru,"2009-02-22","141",,
Uruguay,"2010-05-16","101",,
Germany,"2010-05-02","490",,
Japan,"2009-09-13","404",,
United States,"2004-10-17","1630",,
Ukraine,"2007-06-17","190",,
Ukraine,"2013-11-24","417",,
Ukraine,"2003-02-02",NA,,
Germany,"2010-10-03","916",,
Paraguay,"2012-05-27","198",,
Austria,"2012-02-12","1281",,
Spain,"2004-02-29","10",,
Brazil,"2015-03-01","168","0.503",
Norway,"2013-03-24","105",,
Japan,"2006-10-01","4",,
New Zealand,"2015-01-04","22",,
United States,"2005-09-04","881",,
Brazil,"2004-01-04","153","0.085",
Russia,"2010-04-18","469",,
Romania,"2015-01-18","910",,
Bolivia,"2014-08-03","213","0.001",
Canada,"2011-01-16","3350",,
Germany,"2010-06-27","306",,
Norway,"2008-04-20","38",,
Uruguay,"2014-06-22","114",,
Austria,"2012-10-07","926",,
Peru,"2011-01-09","108",,
Uruguay,"2014-03-02","64",,
Bulgaria,"2009-09-13","354",,
Switzerland,"2006-11-05","25",,
Spain,"2012-07-01","10",,
Austria,"2005-05-08","589",,
Norway,"2011-04-10","25",,
Germany,"2010-03-28","515",,
Brazil,"2014-02-09","113","0.101",
Austria,"2013-05-05","587",,
Paraguay,"2013-01-06","134",,
Paraguay,"2006-12-10","214",,
Bulgaria,"2006-10-01","670",,
Argentina,"2012-09-30","147","0.027",
Romania,"2007-07-15","530",,
Chile,"2011-04-03","4",,
Spain,"2008-04-06","19",,
Russia,"2007-03-18","327",,
Netherlands,"2004-02-22","18",,
Canada,"2007-09-16","1274",,
Uruguay,"2013-10-06","94",,
Bolivia,"2011-01-02","123","0.014",
Hungary,"2005-05-01","63",,
Paraguay,"2010-02-28","108",,
Belgium,"2009-03-01","113",,
Romania,"2007-09-23","777",,
Brazil,"2008-06-22","317","0.065",
Norway,"2011-02-06","232",,
Bulgaria,"2007-10-28","666",,
Bulgaria,"2008-06-01","408",,
Romania,"2011-10-09","722",,
Australia,"2006-07-23","670",,
Australia,"2014-02-02","113",,
Sweden,"2004-08-22",NA,,
Austria,"2008-09-21","824",,
Paraguay,"2009-05-03","315",,
France,"2015-04-26","7",,
Netherlands,"2014-02-09","48",,
Spain,"2015-07-05","6",,
Austria,"2004-03-28","636",,
Canada,"2003-12-21","7014",,
Hungary,"2011-05-15","29",,
Sweden,"2003-03-23",NA,,
France,"2012-12-30","387",,
Bulgaria,"2015-05-10","290",,
Paraguay,"2009-04-05","213",,
United States,"2004-12-05","1782",,
Chile,"2014-05-04","14",,
Romania,"2004-07-18","606",,
Poland,"2015-03-29","61",,
Paraguay,"2011-05-29","231",,
Austria,"2012-04-29","544",,
Sweden,"2010-04-25","2",,
Germany,"2011-07-24","286",,
Poland,"2011-07-10","8",,
Spain,"2011-03-20","12",,
Japan,"2006-01-15","658",,
Netherlands,"2008-06-22","17",,
Paraguay,"2008-10-12","246",,
Spain,"2013-07-28","7",,
Russia,"2004-12-12","364",,
New Zealand,"2009-04-12","15",,
Hungary,"2005-07-24","29",,
Brazil,"2004-02-22","206","0.088",
South Africa,"2003-03-09",NA,,
Canada,"2013-01-13","6803",,
Australia,"2012-07-29","1300",,
Belgium,"2006-04-02","81",,
Mexico,"2010-11-28","1478","0.149",
Ukraine,"2006-11-05","525",,
Peru,"2005-03-06","236",,
Poland,"2003-05-11",NA,,
Germany,"2015-01-11","1029",,
Canada,"2009-07-26","1151",,
Switzerland,"2009-08-02","86",,
Ukraine,"2007-01-07","407",,
Spain,"2007-01-14","169",,
Netherlands,"2005-11-20","29",,
Romania,"2005-01-02","735",,
Japan,"2003-01-05",NA,,
Chile,"2008-03-23","5",,
United States,"2013-03-10","3242",,
France,"2007-05-06","6",,
Germany,"2005-06-19","415",,
Romania,"2015-02-01","1003",,
Poland,"2013-07-07","12",,
Hungary,"2007-10-14","52",,
Canada,"2006-08-27","801",,
France,"2006-06-04","9",,
Sweden,"2012-04-01","7",,
Chile,"2012-01-29","2",,
Japan,"2014-06-15","9",,
Bulgaria,"2012-12-23","335",,
Canada,"2014-06-29","901",,
Bolivia,"2011-09-18","224","0.01",
Switzerland,"2004-06-13","6",,
Hungary,"2009-11-22","312",,
Paraguay,"2003-12-07",NA,,
Uruguay,"2008-02-10","80",,
Spain,"2011-07-17","2",,
Japan,"2009-10-25","1137",,
United States,"2014-11-09","1379",,
Peru,"2014-07-27","135",,
Japan,"2005-02-20","1526",,
Spain,"2012-04-08","18",,
New Zealand,"2013-09-01","123",,
Belgium,"2011-04-24","32",,
Argentina,"2011-07-31","144","0.029",
Peru,"2008-10-26","247",,
Bulgaria,"2004-10-10",NA,,
Spain,"2007-08-12","14",,
Paraguay,"2003-05-25",NA,,
Uruguay,"2013-12-15","71",,
Poland,"2011-11-27","28",,
Sweden,"2014-12-21","4",,
Norway,"2011-08-28","29",,
Uruguay,"2008-06-15","177",,
South Africa,"2015-05-03","3463",,
France,"2014-11-23","38",,
Japan,"2012-04-15","176",,
Poland,"2007-03-25","87",,
Brazil,"2005-11-20","272","0.069",
France,"2015-07-12","1",,
South Africa,"2004-04-11",NA,,
Canada,"2009-02-01","2951",,
Ukraine,"2004-06-13",NA,,
France,"2015-02-08","2509",,
Spain,"2012-03-04","37",,
France,"2004-05-16","5",,
Canada,"2008-04-27","1419",,
Switzerland,"2007-01-07","45",,
Russia,"2004-05-23",NA,,
Ukraine,"2009-08-02","271",,
Spain,"2003-11-02","130",,
Chile,"2004-08-29","3",,
Austria,"2004-11-21","839",,
Brazil,"2013-04-07","195","0.568",
Belgium,"2010-05-02","27",,
Ukraine,"2007-10-21","462",,
Belgium,"2010-10-03","65",,
Romania,"2010-04-25","604",,
Bolivia,"2004-11-07","428","0.017",
South Africa,"2004-07-04",NA,,
United States,"2003-12-07","5389",,
Bulgaria,"2015-07-12","147",,
Argentina,"2013-08-18","180","0.031",
New Zealand,"2007-06-03","32",,
Peru,"2008-03-02","198",,
Netherlands,"2004-06-06","12",,
Ukraine,"2015-02-15","747",,
Bulgaria,"2015-02-08","720",,
Paraguay,"2014-11-09","236",,
Australia,"2009-04-19","239",,
Australia,"2008-05-11","488",,
Bulgaria,"2004-05-16",NA,,
Paraguay,"2013-03-10","167",,
Uruguay,"2012-07-22","162",,
Argentina,"2011-09-11","116","0.019",
Bolivia,"2005-09-25","387","0.024",
Germany,"2003-05-18",NA,,
Austria,"2012-10-14","916",,
Norway,"2004-03-07",NA,,
Hungary,"2011-05-01","31",,
Romania,"2003-03-23","821",,
Germany,"2005-07-10","407",,
Brazil,"2009-04-26","258","0.235",
Bulgaria,"2014-11-23","502",,
South Africa,"2005-07-17",NA,,
Hungary,"2003-07-06",NA,,
Russia,"2007-02-25","761",,
France,"2004-10-10","55",,
Brazil,"2011-12-18","101","0.083",
Norway,"2009-05-24","35",,
Peru,"2007-01-28","183",,
Sweden,"2004-07-18",NA,,
Poland,"2010-04-04","20",,
Bolivia,"2005-07-31","349","0.008",
Brazil,"2006-02-26","208","0.162",
Brazil,"2003-06-01","403","0.08",
New Zealand,"2009-10-18","38",,
Canada,"2014-09-07","1208",,
Switzerland,"2003-08-24",NA,,
Brazil,"2004-06-06","319","0.032",
Argentina,"2012-12-02","84","0.034",
Mexico,"2009-01-25","1925","0.064",
Peru,"2010-08-15","175",,
Peru,"2011-12-04","114",,
Ukraine,"2003-08-24",NA,,
Sweden,"2007-07-15","1",,
Mexico,"2012-03-25","1084","0.071",
Poland,"2003-10-12",NA,,
Norway,"2009-08-23","267",,
Netherlands,"2013-04-07","43",,
Sweden,"2011-10-09","2",,
Romania,"2004-08-22","607",,
Mexico,"2006-09-24","970","0.221",
Austria,"2006-10-22","656",,
Spain,"2012-07-08","9",,
Sweden,"2007-09-23","2",,
Poland,"2013-07-21","12",,
Bolivia,"2008-09-14","300","0.011",
Bulgaria,"2006-06-04","705",,
Netherlands,"2011-12-18","37",,
New Zealand,"2003-03-30",NA,,
Spain,"2008-07-27","7",,
United States,"2003-05-25",NA,,
France,"2012-12-23","292",,
Chile,"2010-08-08","19",,
Russia,"2007-04-01","294",,
Netherlands,"2006-02-26","72",,
Argentina,"2005-11-06","162","0.034",
Netherlands,"2003-06-01",NA,,
Chile,"2014-10-19","9",,
Switzerland,"2015-02-15","719",,
Belgium,"2005-06-12","42",,
Switzerland,"2007-10-21","30",,
Chile,"2003-09-21","3",,
Hungary,"2010-05-23","50",,
Australia,"2008-06-08","467",,
Mexico,"2008-06-29","681","0.103",
Chile,"2006-05-07","4",,
Bulgaria,"2007-05-06","568",,
Netherlands,"2009-04-26","33",,
Russia,"2015-08-02","257",,
Netherlands,"2011-10-16","30",,
Peru,"2014-03-23","126",,
Spain,"2003-06-15",NA,,
Canada,"2007-09-02","832",,
Poland,"2011-03-13","74",,
Netherlands,"2009-06-21","24",,
New Zealand,"2014-08-17","159",,
Spain,"2011-03-06","18",,
Austria,"2004-01-25","998",,
United States,"2009-05-03","1885",,
Norway,"2005-10-23","34",,
Peru,"2008-03-09","192",,
Japan,"2008-12-28","414",,
Belgium,"2006-12-17","85",,
United States,"2010-02-28","1888",,
Germany,"2003-12-28","1124",,
South Africa,"2003-01-26",NA,,
France,"2015-05-10","5",,
Bulgaria,"2012-12-30","423",,
Romania,"2014-12-21","693",,
Uruguay,"2013-09-29","95",,
Uruguay,"2013-10-20","90",,
Germany,"2009-12-20","783",,
Poland,"2009-02-22","97",,
Belgium,"2010-10-10","58",,
Switzerland,"2003-12-14","187",,
Bulgaria,"2015-04-26","388",,
United States,"2013-01-06","10112",,
Switzerland,"2012-01-22","61",,
Uruguay,"2010-01-03","56",,
United States,"2006-12-10","2079",,
Spain,"2009-12-06","50",,
Argentina,"2008-12-21","84","0.014",
Germany,"2006-09-17","675",,
Argentina,"2003-09-14","204","0.019",
Uruguay,"2014-06-08","131",,
Peru,"2007-12-23","184",,
Ukraine,"2012-01-22","368",,
Chile,"2012-11-11","7",,
France,"2007-10-28","57",,
France,"2008-06-01","8",,
United States,"2008-10-12","1404",,
Norway,"2003-11-23",NA,,
Mexico,"2006-03-19","1038","0.051",
Hungary,"2005-07-03","28",,
Bolivia,"2005-12-04","458","0.025",
Brazil,"2011-10-16","136","0.082",
Ukraine,"2003-12-14",NA,,
Germany,"2005-01-23","1124",,
Brazil,"2009-06-21","261","0.088",
Belgium,"2005-12-11","168",,
Russia,"2007-11-25","379",,
Austria,"2013-11-10","871",,
Sweden,"2005-01-02",NA,,
South Africa,"2012-02-26","1884",,
Mexico,"2003-10-19","858","0.157",
Australia,"2015-02-22","259",,
Hungary,"2007-09-30","63",,
France,"2006-10-01","31",,
Chile,"2008-02-17","2",,
Bolivia,"2008-08-17","306","0.005",
United States,"2011-05-29","859",,
Norway,"2010-07-04","24",,
Romania,"2012-04-01","658",,
Japan,"2014-04-27","128",,
Sweden,"2015-02-01","17",,
United States,"2009-04-05","1462",,
Paraguay,"2004-12-05",NA,,
France,"2009-09-13","150",,
Switzerland,"2004-06-27","6",,
Switzerland,"2011-08-21","3",,
Switzerland,"2004-12-26","35",,
Brazil,"2007-07-29","251","0.074",
Netherlands,"2011-10-02","21",,
Norway,"2014-10-05","117",,
Bulgaria,"2014-04-27","326",,
United States,"2006-12-31","2419",,
Bolivia,"2003-12-21","342","0.011",
Ukraine,"2003-01-19",NA,,
Australia,"2012-02-05","117",,
United States,"2003-05-04",NA,,
Sweden,"2004-11-14",NA,,
Peru,"2015-03-29","119",,
United States,"2014-12-07","3046",,
Argentina,"2009-09-27","149","0.21",
Bolivia,"2013-01-13","119","0.021",
New Zealand,"2003-02-16",NA,,
Peru,"2011-07-10","150",,
Sweden,"2012-11-04","3",,
New Zealand,"2003-09-07",NA,,
Mexico,"2010-03-21","1351","0.107",
Netherlands,"2009-09-20","59",,
Bolivia,"2009-07-26","325","0.069",
Paraguay,"2005-08-21","388",,
Australia,"2013-06-16","507",,
Mexico,"2013-05-19","858","0.108",
