"country","Date","flu_cases","dengue_cases","life_expectancy"
Brazil,"2003-10-12","206","0.041",
South Africa,"2009-01-25","1475",,
Peru,"2006-09-03","372",,
Argentina,"2014-11-16","101","0.034",
Australia,"2012-10-28","227",,
Hungary,"2011-11-20","54",,
Germany,"2006-02-05","1175",,
Hungary,"2008-11-16","58",,
Bolivia,"2014-01-19","127","0.025",
Netherlands,"2008-10-26","28",,
Netherlands,"2014-07-27","15",,
Belgium,"2012-10-14","59",,
Poland,"2015-06-14","14",,
Uruguay,"2007-12-09","120",,
New Zealand,"2007-04-08","13",,
Switzerland,"2014-11-09","77",,
France,"2008-10-05","38",,
Japan,"2014-05-25","18",,
Spain,"2012-08-05","11",,
Japan,"2005-02-27","1451",,
Canada,"2015-03-15","2507",,
United States,"2009-08-02","1276",,
Austria,"2010-10-03","827",,
Romania,"2004-08-29","615",,
Bulgaria,"2007-05-20","605",,
Australia,"2014-09-21","741",,
New Zealand,"2009-10-11","39",,
South Africa,"2008-08-03","3594",,
Bolivia,"2010-09-05","293","0.016",
Austria,"2010-05-02","490",,
Hungary,"2003-11-30",NA,,
Switzerland,"2013-03-10","167",,
Paraguay,"2003-08-24",NA,,
Russia,"2005-12-25","409",,
Peru,"2005-11-20","315",,
France,"2009-07-19","20",,
Japan,"2008-11-09","36",,
Germany,"2012-02-12","1028",,
Bulgaria,"2010-07-25","247",,
United States,"2004-06-13","631",,
Austria,"2005-06-12","479",,
France,"2004-05-09","9",,
Poland,"2014-01-26","41",,
Sweden,"2008-02-17","8",,
South Africa,"2007-03-11","2338",,
Argentina,"2011-09-04","145","0.029",
Bulgaria,"2013-12-29","790",,
France,"2013-08-04","2",,
Romania,"2012-01-29","726",,
Bolivia,"2012-07-15","203","0.008",
Chile,"2015-02-01","4",,
Mexico,"2013-06-02","818","0.133",
Japan,"2011-06-19","4",,
South Africa,"2014-04-06","3022",,
Spain,"2008-12-07","45",,
Brazil,"2008-10-26","226","0.046",
Japan,"2005-11-27","73",,
United States,"2007-01-07","2082",,
Russia,"2010-08-01","208",,
Romania,"2008-03-23","982",,
Mexico,"2014-03-09","1533","0.108",
Bolivia,"2005-05-15","373","0.045",
Chile,"2005-01-02","1",,
Ukraine,"2013-03-10","679",,
Brazil,"2014-07-27","181","0.057",
Paraguay,"2015-02-15","166",,
Ukraine,"2014-11-09","421",,
New Zealand,"2005-06-05",NA,,
New Zealand,"2007-11-18","9",,
South Africa,"2009-08-09","6514",,
Australia,"2008-09-07","1340",,
Sweden,"2012-11-11","3",,
Mexico,"2010-03-14","1515","0.09",
Belgium,"2006-10-22","63",,
France,"2010-03-07","13",,
South Africa,"2014-01-05","2136",,
Paraguay,"2007-10-21","238",,
Argentina,"2003-04-27","209","0.034",
Hungary,"2014-10-05","58",,
Austria,"2010-10-10","833",,
Argentina,"2011-10-30","92","0.034",
Ukraine,"2004-12-05",NA,,
Chile,"2004-07-18","4",,
Romania,"2014-05-04","604",,
South Africa,"2013-05-19","3166",,
Bolivia,"2007-09-09","355","0.013",
Japan,"2006-01-22","953",,
Brazil,"2005-03-06","213","0.079",
South Africa,"2010-03-21","2044",,
Argentina,"2007-05-13","265","0.07",
Peru,"2004-02-22","228",,
France,"2003-10-05","25",,
Bulgaria,"2004-01-11",NA,,
Paraguay,"2003-12-14",NA,,
Norway,"2011-01-23","423",,
Poland,"2007-07-29","9",,
Germany,"2006-07-09","338",,
Canada,"2005-06-26","748",,
United States,"2006-11-05","1636",,
Netherlands,"2011-01-09","107",,
Austria,"2006-12-17","791",,
Bolivia,"2006-10-29","431","0.018",
Canada,"2014-04-13","1957",,
Japan,"2004-02-08","537",,
Spain,"2011-09-25","11",,
Belgium,"2004-01-25","78",,
Paraguay,"2012-01-22","85",,
Germany,"2007-03-04","1592",,
Argentina,"2010-09-19","138","0.046",
Sweden,"2003-09-21",NA,,
Netherlands,"2005-03-06","94",,
Japan,"2009-01-04","477",,
Japan,"2004-08-08","1",,
Belgium,"2013-11-10","70",,
Norway,"2006-05-14","16",,
Argentina,"2005-05-29","198","0.019",
Sweden,"2006-05-07","1",,
Poland,"2009-09-20","75",,
Norway,"2014-11-02","81",,
South Africa,"2012-09-23","2701",,
Argentina,"2014-11-30","92","0.022",
Sweden,"2010-08-08","1",,
Sweden,"2014-10-19","4",,
Peru,"2008-06-22","257",,
Brazil,"2011-01-09","128","0.126",
Uruguay,"2008-12-14","73",,
Uruguay,"2005-08-07","154",,
Bulgaria,"2011-02-20","1140",,
Bolivia,"2003-08-03","566","0.016",
South Africa,"2014-01-12","2013",,
Chile,"2011-10-09","4",,
Mexico,"2007-04-29","1081","0.073",
Bulgaria,"2009-08-30","310",,
Poland,"2011-10-02","31",,
Chile,"2007-09-23","5",,
Argentina,"2013-05-26","180","0.082",
Switzerland,"2004-12-05","38",,
New Zealand,"2015-05-17","17",,
Austria,"2005-12-11","923",,
South Africa,"2010-09-26","2508",,
Germany,"2010-08-22","432",,
Russia,"2011-02-13","1320",,
Peru,"2014-02-09","91",,
Romania,"2011-04-03","731",,
Chile,"2007-07-15","18",,
Hungary,"2012-09-09","32",,
Australia,"2013-08-11","788",,
Poland,"2004-07-04",NA,,
Netherlands,"2012-03-25","29",,
Canada,"2014-03-16","2328",,
Argentina,"2006-11-26","141","0.019",
Hungary,"2014-07-13","27",,
Paraguay,"2009-11-15","156",,
Netherlands,"2009-01-25","139",,
Japan,"2006-07-16","3",,
Norway,"2009-03-22","43",,
Netherlands,"2006-09-24","23",,
Russia,"2005-12-04","362",,
Chile,"2007-06-03","63",,
Germany,"2014-08-31","515",,
Austria,"2009-01-11","2138",,
Switzerland,"2007-02-11","395",,
Spain,"2011-08-14","3",,
Romania,"2009-03-08","1047",,
Canada,"2009-11-01","9630",,
Mexico,"2013-04-07","1054","0.093",
Austria,"2011-12-11","888",,
Bulgaria,"2005-12-18","1038",,
Romania,"2008-01-20","1183",,
Mexico,"2006-02-26","1131","0.065",
Poland,"2005-07-17","13",,
Mexico,"2003-06-01",NA,"0.079",
Peru,"2009-11-08","204",,
Hungary,"2004-04-18",NA,,
Bolivia,"2007-11-25","318","0.014",
Switzerland,"2009-03-15","61",,
Australia,"2004-02-29",NA,,
Mexico,"2011-12-18","1359","0.048",
Japan,"2004-07-25","2",,
Uruguay,"2004-10-31","124",,
Peru,"2013-06-30","145",,
Netherlands,"2008-06-29","16",,
Mexico,"2009-04-26","1207","0.079",
South Africa,"2010-04-04","2224",,
Russia,"2008-08-17","157",,
Argentina,"2011-08-07","140","0.027",
Chile,"2009-10-18","4",,
France,"2004-08-01","4",,
Sweden,"2015-05-17","3",,
Brazil,"2006-09-24","245","0.031",
Bolivia,"2015-08-02","209","0.005",
Norway,"2006-08-13","10",,
Brazil,"2012-03-25","149","0.194",
Uruguay,"2004-02-15","108",,
Peru,"2013-02-24","98",,
Paraguay,"2012-09-02","212",,
Brazil,"2009-01-25","143","0.145",
South Africa,"2003-10-12",NA,,
Ukraine,"2009-03-15","618",,
Austria,"2014-12-28","1602",,
Mexico,"2004-06-06","650","0.06",
United States,"2006-01-29","2155",,
Chile,"2003-03-30","2",,
Germany,"2005-10-02","1019",,
Brazil,"2008-06-29","300","0.048",
South Africa,"2013-07-21","2933",,
New Zealand,"2010-08-08","123",,
New Zealand,"2014-10-19","38",,
Canada,"2010-04-18","1005",,
Ukraine,"2007-02-11","1107",,
Romania,"2004-09-05","597",,
New Zealand,"2003-09-21",NA,,
Romania,"2005-05-22","636",,
Japan,"2003-07-27",NA,,
France,"2010-05-09","6",,
New Zealand,"2006-05-07","16",,
France,"2005-04-10","30",,
Netherlands,"2006-03-19","62",,
South Africa,"2011-03-13","1928",,
Peru,"2009-06-14","236",,
Chile,"2014-08-17","16",,
Switzerland,"2013-09-08","35",,
Hungary,"2009-06-07","40",,
Poland,"2003-01-26",NA,,
Sweden,"2009-10-11","6",,
Hungary,"2004-06-20",NA,,
United States,"2015-06-28","1073",,
Australia,"2005-10-09",NA,,
Paraguay,"2004-09-12",NA,,
Ukraine,"2015-05-31","235",,
Sweden,"2007-04-08","3",,
Russia,"2008-09-14","466",,
Austria,"2006-04-23","562",,
Ukraine,"2009-12-27","759",,
Hungary,"2008-02-03","332",,
Japan,"2007-02-04","210",,
Austria,"2005-02-13","2396",,
South Africa,"2009-02-22","2154",,
Switzerland,"2007-11-04","32",,
Bolivia,"2007-04-01","418","0.109",
Canada,"2005-03-27","2370",,
Netherlands,"2003-10-19","19",,
Switzerland,"2008-09-28","31",,
Canada,"2007-08-26","740",,
United States,"2007-05-27","840",,
Ukraine,"2012-03-11","586",,
United States,"2010-10-31","1685",,
Germany,"2013-02-17","2023",,
Switzerland,"2011-06-12","6",,
Hungary,"2006-06-18","42",,
Australia,"2005-11-13",NA,,
Romania,"2005-02-06","870",,
Uruguay,"2012-10-21","91",,
Ukraine,"2010-06-13","171",,
Switzerland,"2008-03-30","41",,
Switzerland,"2012-03-11","131",,
Belgium,"2015-06-07","22",,
New Zealand,"2012-11-11","21",,
Ukraine,"2008-09-28","516",,
France,"2013-09-22","32",,
Mexico,"2009-06-21","740","0.102",
Switzerland,"2010-06-13","9",,
Russia,"2004-11-07","356",,
Mexico,"2011-10-16","962","0.178",
Ukraine,"2008-03-30","367",,
Japan,"2014-02-16","3117",,
Ukraine,"2011-06-12","182",,
Japan,"2006-12-24","26",,
Spain,"2003-06-22",NA,,
Uruguay,"2015-04-05","116",,
Switzerland,"2009-12-27","59",,
Germany,"2012-12-09","936",,
Spain,"2012-08-12","12",,
Brazil,"2006-03-19","246","0.175",
Bulgaria,"2015-08-09","137",,
Japan,"2013-03-17","429",,
Sweden,"2005-06-05",NA,,
Ukraine,"2007-11-04","480",,
Bulgaria,"2008-03-16","920",,
Sweden,"2007-11-18","2",,
France,"2006-04-16","18",,
Australia,"2005-10-30",NA,,
Norway,"2004-12-19","12",,
Belgium,"2007-04-22","40",,
France,"2006-04-30","12",,
Russia,"2005-09-25","242",,
Australia,"2015-03-22","389",,
Switzerland,"2015-05-31","28",,
Hungary,"2008-01-06","344",,
Bolivia,"2007-02-25","245","0.172",
Paraguay,"2012-04-22","172",,
Poland,"2012-02-26","35",,
New Zealand,"2008-02-17","16",,
Norway,"2007-08-19","10",,
France,"2014-07-20","2",,
Romania,"2014-09-14","582",,
Ukraine,"2013-09-08","579",,
Brazil,"2003-10-19","252","0.026",
Russia,"2005-07-31","113",,
France,"2007-07-01","6",,
Spain,"2003-03-02",NA,,
Peru,"2010-12-19","101",,
Canada,"2012-11-18","2401",,
Netherlands,"2010-09-26","27",,
Ukraine,"2005-04-24",NA,,
Russia,"2006-08-27","171",,
Russia,"2014-06-29","280",,
Argentina,"2005-05-01","183","0.029",
Switzerland,"2013-12-01","45",,
Netherlands,"2014-01-12","35",,
Mexico,"2007-07-29","822","0.104",
Australia,"2007-08-12","2854",,
Netherlands,"2012-09-23","44",,
Bulgaria,"2014-02-16","889",,
Bulgaria,"2006-12-24","1318",,
Chile,"2003-02-16","0",,
United States,"2008-08-24","771",,
Chile,"2003-09-07","2",,
Sweden,"2013-05-12","2",,
Uruguay,"2005-05-15","132",,
Australia,"2003-11-02",NA,,
Brazil,"2013-05-19","215","0.2",
Germany,"2003-04-13",NA,,
Austria,"2012-06-10","526",,
Ukraine,"2013-12-22","490",,
Bulgaria,"2013-03-17","549",,
Japan,"2015-08-09","8",,
South Africa,"2005-03-06",NA,,
Uruguay,"2012-07-15","165",,
Norway,"2010-01-31","48",,
Chile,"2004-08-15","2",,
Australia,"2012-03-04","251",,
Brazil,"2010-03-21","171","0.652",
Japan,"2008-03-16","64",,
Germany,"2005-08-14","503",,
Hungary,"2012-09-30","48",,
Switzerland,"2004-11-28","39",,
United States,"2015-05-24","1211",,
Peru,"2003-03-09","312",,
Bulgaria,"2007-02-04","1953",,
South Africa,"2011-01-09","1642",,
Switzerland,"2013-12-22","71",,
Brazil,"2014-01-12","100","0.071",
United States,"2004-02-01","1227",,
France,"2013-12-08","68",,
Belgium,"2007-07-22","18",,
Ukraine,"2004-11-28",NA,,
Germany,"2003-03-16",NA,,
Norway,"2013-06-09","19",,
Argentina,"2005-07-24","227","0.012",
Norway,"2013-11-03","43",,
New Zealand,"2006-03-12","14",,
Uruguay,"2010-09-05","149",,
Brazil,"2010-09-26","156","0.073",
Chile,"2007-12-02","2",,
Mexico,"2011-10-02","807","0.167",
Sweden,"2008-04-13","2",,
New Zealand,"2004-04-25",NA,,
Poland,"2007-04-29","32",,
France,"2010-02-07","35",,
Australia,"2007-01-14","109",,
Netherlands,"2010-03-21","20",,
Germany,"2005-03-13","1406",,
Ukraine,"2013-12-01","435",,
Mexico,"2009-09-20","1188","0.943",
Canada,"2004-05-23","743",,
Argentina,"2011-05-15","134","0.077",
Bolivia,"2007-12-09","286","0.015",
Romania,"2011-06-05","566",,
Australia,"2012-04-08","272",,
Brazil,"2012-09-23","151","0.043",
Australia,"2011-07-17","381",,
Norway,"2004-10-24",NA,,
Norway,"2008-08-10","13",,
Switzerland,"2005-04-24","13",,
Netherlands,"2013-05-19","16",,
Russia,"2008-04-27","381",,
Uruguay,"2014-01-19","59",,
Russia,"2009-02-01","648",,
Argentina,"2009-11-22","97","0.373",
Netherlands,"2009-08-09","50",,
Netherlands,"2014-01-05","34",,
Brazil,"2008-08-03","229","0.027",
United States,"2011-10-23","1638",,
France,"2007-10-07","56",,
Austria,"2014-10-12","1066",,
Paraguay,"2009-01-18","135",,
Ukraine,"2006-09-10","251",,
Russia,"2011-01-16","914",,
Peru,"2015-05-03","148",,
Australia,"2015-07-05","1211",,
Bolivia,"2008-12-14","224","0.035",
Bolivia,"2005-08-07","337","0.007",
New Zealand,"2015-07-26","44",,
Uruguay,"2003-08-03","158",,
Bulgaria,"2003-07-27",NA,,
Hungary,"2011-07-31","18",,
Chile,"2011-06-26","10",,
Austria,"2006-06-25","513",,
Belgium,"2008-07-06","14",,
New Zealand,"2010-07-18","81",,
Mexico,"2015-06-14","1018","0.17",
Netherlands,"2014-04-06","30",,
France,"2010-10-17","26",,
Germany,"2009-08-16","368",,
Spain,"2012-07-29","10",,
Peru,"2004-04-11","321",,
Paraguay,"2012-05-20","200",,
Argentina,"2007-10-14","162","0.024",
Norway,"2007-06-10","15",,
Australia,"2013-07-28","684",,
New Zealand,"2011-05-08","23",,
Canada,"2007-03-18","1847",,
New Zealand,"2004-05-30",NA,,
Netherlands,"2007-03-11","60",,
Australia,"2011-03-20","212",,
Chile,"2003-09-28","2",,
Russia,"2007-09-16","452",,
Poland,"2010-03-14","27",,
New Zealand,"2015-01-25","11",,
Paraguay,"2013-06-23","368",,
Bulgaria,"2004-07-25",NA,,
Australia,"2012-07-01","1658",,
Uruguay,"2006-10-29","129",,
Romania,"2004-05-02","683",,
Brazil,"2009-08-09","360","0.058",
Russia,"2003-12-21",NA,,
France,"2005-09-18","43",,
Brazil,"2014-01-05","110","0.076",
Netherlands,"2008-08-03","15",,
Spain,"2014-02-02","204",,
Brazil,"2007-03-11","231","0.277",
Poland,"2014-03-09","80",,
France,"2007-02-18","212",,
Spain,"2006-07-23","14",,
Austria,"2013-01-27","2063",,
Bulgaria,"2006-07-16","666",,
Russia,"2013-01-13","827",,
Switzerland,"2006-09-10","18",,
Belgium,"2009-11-29","105",,
United States,"2010-04-11","1123",,
Russia,"2009-07-26","205",,
Uruguay,"2007-09-09","164",,
Romania,"2006-10-08","735",,
Paraguay,"2003-04-06",NA,,
Brazil,"2014-04-06","182","0.345",
South Africa,"2008-10-26","2097",,
Japan,"2005-12-18","141",,
Norway,"2009-10-04","87",,
Mexico,"2014-01-26","2087","0.144",
Australia,"2008-04-06","288",,
Poland,"2013-06-02","13",,
Austria,"2011-07-03","362",,
Paraguay,"2008-11-02","201",,
Canada,"2004-12-12","2722",,
South Africa,"2014-07-27","3763",,
Romania,"2012-07-22","533",,
France,"2010-03-14","11",,
Norway,"2005-11-13","61",,
Bolivia,"2011-04-17","233","0.089",
Uruguay,"2003-03-23","102",,
Ukraine,"2008-07-13","168",,
Argentina,"2007-11-11","152","0.034",
Argentina,"2005-09-11","195","0.022",
Japan,"2015-05-03","35",,
Ukraine,"2012-01-15","344",,
Mexico,"2010-03-07","1667","0.09",
Brazil,"2004-07-11","257","0.028",
South Africa,"2012-04-15","2698",,
Russia,"2006-02-12","344",,
Argentina,"2003-01-12",NA,NA,
Ukraine,"2006-05-28","255",,
Poland,"2005-09-18","37",,
Argentina,"2008-05-18","210","0.034",
Ukraine,"2014-06-01","202",,
Netherlands,"2015-04-12","31",,
France,"2014-03-09","54",,
Bulgaria,"2013-02-24","702",,
Poland,"2007-02-18","194",,
Netherlands,"2009-12-13","42",,
Norway,"2005-10-09","27",,
Austria,"2004-12-26","848",,
Germany,"2003-05-25",NA,,
Netherlands,"2003-06-08",NA,,
Chile,"2012-11-18","5",,
Austria,"2004-06-27","455",,
Uruguay,"2010-04-25","89",,
Austria,"2011-08-21","301",,
Japan,"2004-04-11","8",,
Belgium,"2013-10-27","50",,
Mexico,"2004-05-09","790","0.051",
France,"2013-06-02","7",,
Belgium,"2005-08-21","25",,
Mexico,"2013-08-04","852","0.37",
Netherlands,"2003-08-17",NA,,
Belgium,"2004-10-17","63",,
Sweden,"2014-03-02","9",,
Mexico,"2009-07-19","689","0.117",
Sweden,"2014-06-22","2",,
South Africa,"2014-06-15","4010",,
Bulgaria,"2013-06-30","130",,
Australia,"2007-08-19","1993",,
Austria,"2003-01-19",NA,,
Argentina,"2010-01-10","62","0.386",
Germany,"2003-12-07","1287",,
Poland,"2007-10-07","49",,
Norway,"2015-03-22","26",,
Spain,"2010-06-20","4",,
Bulgaria,"2009-11-08","2368",,
Netherlands,"2004-07-11","11",,
Canada,"2014-08-17","791",,
South Africa,"2003-01-05",NA,,
Belgium,"2005-09-04","35",,
New Zealand,"2007-09-02","62",,
Switzerland,"2006-05-28","9",,
South Africa,"2005-02-20",NA,,
United States,"2003-05-18",NA,,
South Africa,"2009-10-25","2575",,
Bolivia,"2006-12-03","332","0.014",
Chile,"2007-08-26","7",,
Poland,"2010-10-17","34",,
Norway,"2005-10-30","40",,
Sweden,"2013-10-06","3",,
United States,"2005-07-10","712",,
Australia,"2004-12-19",NA,,
Austria,"2009-06-28","480",,
Peru,"2005-12-18","202",,
Russia,"2015-06-21","240",,
Brazil,"2003-08-17","262","0.032",
Switzerland,"2014-06-01","22",,
Mexico,"2008-10-05","1018","0.243",
Bolivia,"2015-01-04","124","0",
Brazil,"2009-12-13","122","0.11",
Belgium,"2007-04-15","41",,
Argentina,"2004-09-26","198","0.027",
Uruguay,"2004-08-22","150",,
Brazil,"2015-04-12","245","0.895",
Chile,"2005-03-27","4",,
Switzerland,"2008-07-13","8",,
Paraguay,"2005-06-19","379",,
Switzerland,"2012-01-15","62",,
Brazil,"2003-06-08","371","0.062",
Sweden,"2013-12-15","5",,
Uruguay,"2014-12-21","75",,
Romania,"2013-09-29","630",,
Romania,"2013-10-20","674",,
Poland,"2013-12-08","27",,
Netherlands,"2005-03-20","61",,
Netherlands,"2010-12-26","67",,
Bulgaria,"2010-12-19","626",,
Germany,"2008-10-12","955",,
Argentina,"2006-08-06","238","0.012",
Paraguay,"2011-07-24","187",,
Hungary,"2005-10-16","76",,
Norway,"2004-02-29",NA,,
Romania,"2010-01-03","880",,
Paraguay,"2015-01-11","144",,
Spain,"2013-03-24","46",,
Austria,"2014-03-30","1123",,
United States,"2005-01-23","2886",,
Sweden,"2008-06-15","1",,
Bolivia,"2012-09-16","202","0.009",
Poland,"2010-02-07","34",,
Romania,"2014-06-08","538",,
Hungary,"2005-01-09","58",,
France,"2007-04-29","6",,
Japan,"2003-03-09",NA,,
Belgium,"2006-07-02","14",,
Australia,"2009-03-22","204",,
Peru,"2008-03-16","209",,
Hungary,"2008-05-04","46",,
Switzerland,"2006-11-12","21",,
Peru,"2015-08-09","123",,
South Africa,"2006-01-15","1835",,
Germany,"2011-05-29","284",,
Bolivia,"2010-02-21","156","0.062",
Canada,"2003-03-30",NA,,
Norway,"2013-08-11","30",,
Argentina,"2010-12-05","91","0.048",
Chile,"2010-04-18","5",,
Germany,"2009-04-05","611",,
Austria,"2012-05-13","522",,
Argentina,"2006-05-21","205","0.024",
Canada,"2007-06-03","760",,
Bolivia,"2011-01-30","112","0.085",
Bolivia,"2008-05-25","349","0.028",
Chile,"2009-11-01","5",,
Spain,"2008-08-31","6",,
Chile,"2014-03-16","6",,
Germany,"2009-05-03","530",,
Brazil,"2005-03-20","232","0.074",
Uruguay,"2012-04-01","77",,
Ukraine,"2006-11-12","497",,
United States,"2003-12-28","5250",,
Germany,"2010-02-28","826",,
Belgium,"2006-06-11","30",,
Brazil,"2010-12-26","137","0.101",
Belgium,"2012-02-19","543",,
Russia,"2011-05-22","275",,
Sweden,"2008-02-10","9",,
United States,"2009-12-20","2055",,
Mexico,"2003-10-05","707","0.182",
Canada,"2009-10-18","6799",,
New Zealand,"2014-09-07","115",,
Paraguay,"2010-06-27","192",,
Austria,"2004-03-21","628",,
Germany,"2013-01-06","1015",,
Bulgaria,"2009-06-14","356",,
Russia,"2004-01-18",NA,,
Germany,"2006-12-10","1046",,
United States,"2006-09-17","1101",,
Australia,"2006-08-13","796",,
Paraguay,"2010-03-28","188",,
Austria,"2015-03-08","1902",,
Paraguay,"2010-10-03","204",,
South Africa,"2008-06-01","3121",,
Norway,"2011-03-20","40",,
Germany,"2012-05-27","366",,
Poland,"2013-09-22","41",,
Ukraine,"2006-10-22","443",,
Australia,"2007-06-10","578",,
Norway,"2013-07-28","21",,
Paraguay,"2010-05-02","216",,
Argentina,"2006-02-19","91","0.017",
Switzerland,"2012-10-14","39",,
South Africa,"2007-10-28","2343",,
United States,"2011-04-24","1055",,
Argentina,"2014-09-28","141","0.027",
Hungary,"2009-09-06","112",,
Austria,"2003-08-24",NA,,
Belgium,"2014-11-09","85",,
Russia,"2014-05-04","588",,
Sweden,"2011-12-25","5",,
New Zealand,"2011-09-18","52",,
Hungary,"2005-01-30","61",,
Japan,"2009-06-14","40",,
Poland,"2006-04-16","57",,
Mexico,"2013-11-17","1368","0.335",
Norway,"2015-07-05","31",,
Poland,"2006-04-30","37",,
South Africa,"2006-10-01","2390",,
Belgium,"2013-03-10","210",,
Chile,"2004-12-12","2",,
France,"2012-02-26","454",,
Poland,"2014-07-20","10",,
Bolivia,"2013-09-01","188","0.007",
South Africa,"2009-09-13","2805",,
Peru,"2007-02-04","209",,
Netherlands,"2010-02-14","29",,
Poland,"2007-07-01","11",,
Norway,"2008-04-06","43",,
Austria,"2015-02-15","2867",,
Peru,"2013-03-17","121",,
Canada,"2011-06-26","410",,
Bulgaria,"2003-03-09",NA,,
Argentina,"2003-02-09","145",NA,
Hungary,"2015-04-19","56",,
Mexico,"2012-06-17","773","0.103",
Australia,"2009-10-04","213",,
Peru,"2014-02-16","95",,
Germany,"2006-12-31","1106",,
Peru,"2006-12-24","177",,
Germany,"2003-05-04",NA,,
France,"2003-01-26",NA,,
Spain,"2011-02-06","61",,
Argentina,"2013-03-31","94","0.159",
Austria,"2007-10-21","806",,
Germany,"2014-12-07","1069",,
Argentina,"2006-11-19","165","0.019",
Russia,"2011-04-03","439",,
Chile,"2007-03-18","3",,
Japan,"2010-12-19","103",,
Paraguay,"2005-06-12","333",,
Romania,"2011-02-13","1046",,
South Africa,"2015-05-10","3704",,
Argentina,"2006-03-05","109","0.024",
Sweden,"2006-01-08","3",,
Spain,"2008-04-20","17",,
Canada,"2003-09-28","1280",,
Brazil,"2010-02-14","130","0.37",
Hungary,"2012-11-25","46",,
Spain,"2011-04-10","9",,
Norway,"2012-07-01","25",,
Switzerland,"2006-10-22","19",,
Germany,"2005-04-03","646",,
Sweden,"2010-09-12","2",,
Ukraine,"2012-10-14","453",,
Canada,"2007-12-02","1949",,
Hungary,"2008-10-19","71",,
Poland,"2004-08-01",NA,,
New Zealand,"2014-08-03","202",,
Austria,"2003-12-14","862",,
Argentina,"2013-04-21","105","0.234",
Germany,"2010-11-14","744",,
Netherlands,"2003-02-23",NA,,
Australia,"2010-01-31","71",,
Norway,"2012-03-04","202",,
Paraguay,"2006-12-17","202",,
Peru,"2006-07-16","278",,
Norway,"2003-11-02",NA,,
United States,"2009-03-01","3220",,
Mexico,"2014-02-23","1615","0.114",
Austria,"2012-01-22","784",,
Hungary,"2003-07-13",NA,,
Norway,"2007-08-12","9",,
Paraguay,"2010-10-10","202",,
Sweden,"2010-05-16","1",,
Japan,"2013-06-30","6",,
Romania,"2005-12-25","787",,
South Africa,"2012-12-23","2083",,
New Zealand,"2011-01-02","9",,
Spain,"2011-08-28","3",,
Peru,"2004-07-25","291",,
Chile,"2004-05-23","44",,
Russia,"2004-08-29",NA,,
Switzerland,"2004-01-25","82",,
Ukraine,"2013-11-10","373",,
Japan,"2009-11-08","1076",,
Poland,"2005-04-10","76",,
Poland,"2010-05-09","13",,
France,"2004-07-04","5",,
Japan,"2013-02-24","1122",,
Romania,"2010-08-01","518",,
Sweden,"2009-02-08","11",,
Russia,"2008-03-23","456",,
Norway,"2011-07-17","19",,
Australia,"2004-10-24",NA,,
Ukraine,"2004-01-25",NA,,
Uruguay,"2010-12-12","72",,
Australia,"2008-08-10","1396",,
Switzerland,"2013-11-10","40",,
United States,"2006-04-02","1574",,
Russia,"2012-01-29","471",,
Norway,"2012-04-08","62",,
Paraguay,"2005-12-11","291",,
Bulgaria,"2004-04-11",NA,,
Germany,"2010-10-24","791",,
Brazil,"2003-02-23","194","0.205",
Bulgaria,"2015-05-03","353",,
France,"2005-07-17","9",,
Canada,"2004-08-15","810",,
Norway,"2007-01-14","38",,
Australia,"2013-06-09","513",,
Bolivia,"2009-04-12","402","0.173",
Peru,"2003-07-27","382",,
Australia,"2013-11-03","261",,
Sweden,"2006-03-26","5",,
Canada,"2003-02-16",NA,,
Mexico,"2012-12-16","1875","0.116",
Belgium,"2004-12-05","116",,
South Africa,"2004-10-10",NA,,
Canada,"2003-09-07",NA,,
Japan,"2004-02-22","182",,
Australia,"2003-07-06",NA,,
United States,"2012-05-06","1651",,
Uruguay,"2015-01-04","71",,
Peru,"2006-01-22","201",,
Australia,"2011-05-01","244",,
Bolivia,"2004-08-22","409","0.017",
France,"2009-09-20","113",,
Brazil,"2006-01-15","182","0.088",
New Zealand,"2010-05-16","20",,
Uruguay,"2006-12-03","111",,
Sweden,"2011-01-02","9",,
Belgium,"2007-02-11","976",,
Canada,"2011-03-27","1476",,
Russia,"2005-02-06","296",,
Peru,"2004-02-08","220",,
Mexico,"2010-02-07","1567","0.085",
Austria,"2009-11-15","1524",,
Belgium,"2009-03-15","76",,
France,"2011-10-02","18",,
Mexico,"2013-12-08","1633","0.205",
Hungary,"2009-04-19","38",,
Hungary,"2008-05-11","48",,
Sweden,"2014-08-03","1",,
United States,"2012-08-19","1095",,
Paraguay,"2011-12-11","117",,
Romania,"2008-09-14","612",,
Paraguay,"2009-01-11","144",,
Argentina,"2011-03-06","61","0.142",
Japan,"2008-06-22","2",,
Netherlands,"2006-01-15","31",,
Norway,"2004-03-14",NA,,
Canada,"2012-11-04","2091",,
Canada,"2010-07-11","451",,
Hungary,"2008-06-08","37",,
Peru,"2009-01-04","178",,
Peru,"2004-08-08","332",,
Argentina,"2003-06-15","258","0.039",
Bolivia,"2010-04-25","250","0.032",
Romania,"2004-11-07","813",,
Australia,"2010-05-23","319",,
New Zealand,"2006-03-26","13",,
Poland,"2003-10-05",NA,,
Argentina,"2009-12-06","83","0.275",
Bulgaria,"2004-01-04",NA,,
France,"2007-07-29","5",,
Romania,"2005-07-31","628",,
Japan,"2014-02-09","2246",,
Spain,"2008-12-21","194",,
Germany,"2003-04-20",NA,,
Bulgaria,"2015-03-01","998",,
